,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score_pos,score_neg,missing_score_pos,missing_score_neg,gender_M,gender_V,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_4.0,sect_empl_6.0,sect_empl_3.0,outcome_profit
319,-0.3235143550038652,-0.038515013768593655,0.5501405530636979,2.3599190082886734,2.88503577997682,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,1.0017952811895592,1.0,0.0,0.13264938322257935,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.7184998551696964,0.0,-0.35249814411961783,-0.19291022174170488,1.575822414019867,2.11214949870478,1.0,0.0,0.0,0.9012552094841878,-1.2900927023596815,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.311675920310798
314,1.6847826851397598,1.349490525269868,0.9212056020365488,2.2541489187316293,1.21637511636102,1.1838594825513766,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.6261654403672359,1.0,1.118261499304184,1.0,0.0,0.19429890260845414,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,2.4732001448372034,0.0,-0.35249814411961783,-0.19291022174170488,0.7176125332632438,-0.4098750849311718,0.0,0.0,0.0,0.31860702259735,-0.4579627185155378,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.390111770669355
368,0.3241768051815798,0.7392360161253456,-0.5639415697041711,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-1.6233458438859285,1.0,-2.2078286038691384,0.0,0.0,-1.7168361983536646,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.5530220938647288,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.15473746116687992,-0.6830317614715651,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.632285416142488
287,1.6820466904394566,1.1102828839490304,0.8154368845426336,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.3379108243126916,0.0,0.7331941189565587,0.0,0.0,1.7355368872553243,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,1.0216549587639874,-0.4098750849311718,0.0,1.0,0.0,-0.9125442856856192,-1.0453732402689209,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.260282606103691
12,0.4979917216966617,0.8238476244685826,0.6782462894532586,2.3630398729432334,2.88503577997682,1.0349457809117233,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-1.301987088992619,0.0,0.575539508771572,1.0,0.0,0.07099986383670456,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.394261758165918,0.0,-0.35249814411961783,-0.19291022174170488,1.302925622317273,-0.4098750849311718,0.0,0.0,0.0,-1.4838656020178154,-1.0877349652379322,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.53900498839269
404,1.3901544252453766,-1.142158201533439,-0.12529637050432926,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,0.0,-0.35224986210866466,0.0,0.0,1.3039902515542006,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1971866421077315,-0.4994353526443309,-0.8836178006136794,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,1.0,0.0,0.1163836875044753,-0.7256830076825105,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.655811069532434
316,0.7490470512014866,0.9453565947237428,-0.42976211621002464,-0.4090329055057807,-0.4522855472547795,0.8391303743319072,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,1.0,0.3968054531042224,0.0,0.0,-0.23724773309266944,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,1.8755848287910235,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,1.820534935514252,-0.8181095510564971,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.547326341858725
371,-0.9164137535713724,1.373516939897656,1.103214228529008,2.5135226090360847,1.21637511636102,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.7331941189565587,0.0,1.0,-0.11394869432091985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.286691197821805,1.1253559288039623,-1.5320939946212362,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,0.4464659633656292,-0.06488200692739919,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.560259244488472
82,1.4789578964620451,0.988105289213764,1.1232520561734427,2.732009493923124,2.192479031004742,1.1499590165902691,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,-0.05356839748444563,1.0,0.0,0.07099986383670456,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.2861823924979918,0.0,-0.35249814411961783,-0.19291022174170488,1.6378460263556918,-0.4098750849311718,0.0,0.0,0.0,1.031530596312337,-0.9394170265074544,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.197164877261191
212,0.07761468715109716,0.5320602371411031,-0.5869553429211782,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.947524195260545,1.0,-0.7373172424562897,0.0,0.0,-1.4702381208101656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.12070463119302426,0.0,-0.35249814411961783,-0.19291022174170488,-0.17129530639621526,-0.4098750849311718,0.0,0.0,0.0,-1.2475692459393524,-0.5841863826793368,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.40549598562734
375,-0.3820640038353372,-0.5715829506237424,-0.018321294430704654,-0.4090329055057807,-0.4522855472547795,1.110384525363092,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.268882950153854,1.0,1.929584652069796,0.0,0.0,-0.8537429269514175,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,1.0173075131927865,0.0,-0.35249814411961783,-0.19291022174170488,0.24844275121953735,2.0271022054900105,1.0,0.0,0.0,-0.8114687713841122,-0.23967900814331,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0849872089894115
468,-0.9164137535713724,-1.142158201533439,0.10218601855647284,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.9116004599404728,1.0,0.3968054531042224,0.0,0.0,0.009350344450829759,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.4769106848531556,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.3793618600002451,-0.9394170265074544,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.413139116745262
340,-0.1017896166988813,-1.142158201533439,-0.3968887713356103,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859285,1.0,-1.2800392329889014,0.0,1.0,-0.17559821370679465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.2289639047914427,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.4475151149863708,1.0,0.0,0.0,-0.96448165565295,-1.0737072934831078,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.840940482430772
104,1.6678410282423601,1.6103891745835317,2.2119263795244555,-0.4090329055057807,-0.4522855472547795,0.8707576538616291,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.7331941189565587,0.0,0.0,1.7355368872553243,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,1.843796780065163,0.0,-0.35249814411961783,-0.19291022174170488,0.3610322052376545,-0.4098750849311718,0.0,1.0,0.0,1.0324870991399535,-0.20665395041898788,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.2114550465256775
123,0.1199181746573682,0.6310483124826057,-0.5622508998787235,-0.4090329055057807,-0.4522855472547795,0.6384820691820874,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,1.0,-0.05356839748444563,0.0,0.0,-1.6551866789677898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.12070463119302426,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,0.9991115667409988,-0.6902546146030929,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.902490808271788
485,0.4668834662470224,0.7536170783098796,0.6349913809302687,1.0170340381483791,1.21637511636102,-1.0942955726069603,4.8040015999736125,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,1.0,-0.05356839748444563,1.0,0.0,-0.29889725247854426,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.286691197821805,2.0757978999498885,1.7675054631230973,0.0,3.7697341519779815,-0.19291022174170488,1.216300232492563,-0.4098750849311718,0.0,0.0,0.0,1.0343306236629617,1.34110750148492,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.395189144194918
131,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,0.0,-2.2078286038691384,0.0,0.0,0.07099986383670456,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,2.0757978999498885,0.7216786600422824,0.0,1.7086180039291816,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,-0.3606883052242972,0.17052568935119358,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.6392578191211795
140,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.1904721284239469,0.0,0.0,-0.6687943687937931,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,1.6082971292165125,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.583380616462671
186,0.8120333873568859,-0.2217363372670149,0.2523214739449988,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,1.0,1.0,0.0,0.0,-0.6592695792060008,0.0,0.575539508771572,0.0,0.0,0.07099986383670456,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.04475227785703656,1.1253559288039623,0.40697697765626223,0.0,4.975409808217363,5.216185705004531,1.8751574995835425,-0.4098750849311718,0.0,0.0,0.0,-1.2967740475937284,-0.35213268319033336,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.046880217476972
159,0.9143642856389238,0.9384883749855272,-0.3699138215005005,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,1.3039902515542006,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,1.9963794139492936,0.0,-0.35249814411961783,-0.19291022174170488,0.013913839952952242,-0.4098750849311718,0.0,1.0,0.0,-0.06151063632024102,-0.8074209807969313,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.336425798530091
271,1.9768362767489736,1.5773019363767458,2.0570630130238468,-0.4090329055057807,-0.4522855472547795,1.0878061615763999,-0.20815979745000354,1.0,1.0,0.0,0.0,0.0,-0.01655206941938245,1.0,0.1904721284239469,1.0,0.0,1.4272892903259502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7057846356793521,0.0,-0.35249814411961783,-0.19291022174170488,2.0004557181167644,-0.4098750849311718,0.0,1.0,1.0,-0.6427907941600911,-0.7873494801713321,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.280538623992229
8,1.6991748015160202,1.2813153629468186,1.869090846360873,2.9854743439800138,2.192479031004742,1.0878061615763999,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.268882950153854,0.0,-0.35224986210866466,0.0,0.0,-0.7304438881796679,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.04475227785703656,-0.4994353526443309,-0.7946112641812696,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.3292294964129854,-1.0228062387599983,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8.327773885337136
155,-0.9061735524371356,-0.92142956398047,-0.6736060074101314,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.3048066854739267,0.0,0.7331941189565587,0.0,0.0,0.4408969801519534,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,-0.4994353526443309,-0.6229558010616222,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,-1.7974299550121469,-1.1697942679029032,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.632994632375136
292,0.6854557850577797,-1.142158201533439,-0.35219800764534226,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.3968054531042224,0.0,0.0,0.13264938322257935,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,0.8392944403279669,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,1.5735221509700563,0.9782276093442688,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.713092359727776
185,0.11808574287037862,1.0486959069376738,-0.4174453081605109,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-1.301987088992619,1.0,-0.35224986210866466,1.0,0.0,-1.346939082038416,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,1.1253559288039623,-0.8327569226523024,0.0,-0.35249814411961783,-0.19291022174170488,0.2069198681047086,2.1993627271713505,1.0,0.0,0.0,0.013303867040535948,0.5061892336139131,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.528464990133362
264,0.493460317988323,-0.11712615177254193,-0.3706565702282095,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,0.8742209733957916,0.0,0.0,-1.4702381208101656,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.5148764353936961,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.0554135327017167,1.0,0.0,0.0,-1.4177226700373953,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.60722693970834
189,-0.879503258037308,0.9953496422651532,-0.6672467920076799,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.3968054531042224,0.0,1.0,-0.8537429269514175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.2351416066061225,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,1.784426752161833,-0.07939258471523562,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.551226024940779
224,-0.9164137535713724,-1.142158201533439,-0.6745166858932823,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.6592695792060008,1.0,-0.05356839748444563,0.0,0.0,-1.2236400432666663,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,1.1253559288039623,-1.1315645806753922,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-1.5082178420128567,-1.4568397191050355,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.417375690859319
456,0.4808620836726581,1.1876476637639777,0.23312296357708376,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,0.19429890260845414,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-1.309577653540212,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.017918449437194426,0.6706268141625608,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.623459711100246
490,1.6284271605245169,1.5931811393204378,1.0985089539450168,2.5000883244000245,1.21637511636102,1.0628471898273628,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,0.575539508771572,1.0,0.0,-0.8537429269514175,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.9410161962507207,0.0,2.9142936601685645,4.162581434391941,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.4785709702985148,0.1967539496630593,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8.12988834905015
146,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859285,1.0,0.1904721284239469,0.0,0.0,0.8107940964672022,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.15249267991888488,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.9325242242069464,-0.6013370648470837,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.420278852835998
265,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,1.0,-1.2800392329889014,0.0,0.0,-0.7304438881796679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,2.0757978999498885,0.17174541708489355,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.03302181100816992,0.4030487396937934,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.471382218939718
449,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859285,1.0,-0.7373172424562897,0.0,0.0,0.5025464995378282,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,1.2334662445286386,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,0.8363454754944379,1.2909184888428442,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.612062715548946
358,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,0.8742209733957916,0.0,0.0,0.37924746076607857,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.7216786600422824,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.3606883052242972,0.17052568935119358,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.512858540194191
480,-0.6936350114930304,1.0050724266259556,-0.6217166923582447,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.98062833409931,1.0,-0.7373172424562897,0.0,0.0,0.37924746076607857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.309577653540212,0.0,-0.35249814411961783,-0.19291022174170488,0.013913839952952242,-0.4098750849311718,0.0,0.0,0.0,-0.6940025090318084,-0.9394170265074544,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.255331129431375
301,-0.06850054360572523,0.2649955664942225,-0.3736312723960677,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,1.0,0.575539508771572,1.0,0.0,0.3175979413802037,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.31779053329336016,0.0,-0.35249814411961783,-0.19291022174170488,1.4925107705982992,-0.4098750849311718,0.0,0.0,0.0,-0.3686076264141917,-1.3509436584597865,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.311339984847112
277,0.7129757304906648,-1.142158201533439,0.12366855688455525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.01655206941938245,1.0,-0.7373172424562897,1.0,0.0,0.4408969801519534,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.7757183428762455,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.8229573086253814,1.0,0.0,0.0,-1.7320603748397014,-1.3219981453322605,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.843824055949142
93,0.7012996466767505,1.0434131463139498,-0.4421815655096907,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,0.0,0.1904721284239469,0.0,1.0,1.3656397709400754,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.10163180195750787,0.0,-0.35249814411961783,-0.19291022174170488,1.249940044897114,-0.4098750849311718,0.0,0.0,0.0,0.4132081915653874,-1.2035839252007856,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.989065231917579
448,-0.3219041504662427,1.0084343311613244,-0.6059736731713047,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.98062833409931,1.0,-0.35224986210866466,1.0,0.0,-0.17559821370679465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,2.0757978999498885,0.6676389772083194,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-1.3324110362055457,-1.3173092571708946,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.749608909643655
57,-0.7443645568522347,1.0417441482021648,-0.44999660854260704,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.01655206941938245,1.0,0.7331941189565587,0.0,0.0,-1.2236400432666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-1.150637409910909,0.0,-0.35249814411961783,-0.19291022174170488,1.2608336496905477,-0.4098750849311718,0.0,0.0,0.0,-1.0093484854043042,-0.6013370648470837,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.97589600322618
15,0.3786462977442145,0.7006451892501011,1.4241745130737742,2.8407809626472225,2.192479031004742,1.049306988868164,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.6592695792060008,0.0,0.1904721284239469,1.0,0.0,-0.9153924463372924,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,0.4896259043434999,0.0,-0.35249814411961783,-0.19291022174170488,1.0362837108014338,2.1457653160228345,1.0,0.0,0.0,-1.3110263823003894,-1.6115962655089706,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.547185939163339
326,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-1.9447045987792373,1.0,0.7331941189565587,1.0,0.0,0.07099986383670456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,0.08591768552506986,0.0,1.7086180039291816,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,0.18921401578035613,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.428946612415319
461,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.3379108243126916,1.0,-0.05356839748444563,0.0,1.0,0.13264938322257935,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.8836178006136794,1.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,2.053006175340891,-0.19688091288136814,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.497363268263507
293,-0.25562144401658515,0.29777874101940743,-0.6438616063605086,-0.4090329055057807,-0.4522855472547795,1.0033142724364008,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.268882950153854,1.0,-2.2078286038691384,0.0,0.0,-0.7304438881796679,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.1844606365752378,0.0,-0.35249814411961783,-0.19291022174170488,0.9274980598104016,-0.4098750849311718,0.0,0.0,0.0,-0.6078962767272273,-0.9873585395613288,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.875838368048411
306,-0.9164137535713724,0.9910620802873265,-0.6873249624447525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,0.1904721284239469,0.0,0.0,-1.346939082038416,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.3052552217335082,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.3764204245344362,-0.03133233533322965,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.51903859280667
